id,col,del,region,sub,reg_sub,cp,new_region,num_diligencias_cpxgeo,num_addr_cpxgeo,area_sqkm,otros
10,"GUADALUPE DEL MORAL","IZTAPALAPA",2,3,10,"09300",11,.044585988,.05882353,.020471226,1
10,"LEYES DE REFORMA 1A SECCION","IZTAPALAPA",2,3,10,"09310",11,.065109693,.10034602,.043684348,1
10,"FRACCIONAMIENTO INDUSTRIAL DEL MORAL","IZTAPALAPA",2,3,10,"09319",11,.077140838,.11072665,.0029544584,1
10,"SIDERAL","IZTAPALAPA",2,,10,"09320",11,.0021231419,0,.0013967756,1
10,"GUADALUPE DEL MORAL","IZTAPALAPA",2,3,10,"09330",11,0,0,,
10,"SAN MIGUEL","IZTAPALAPA",2,3,10,"09360",11,.046709128,.055363324,.023188516,1
10,"EL SIFON","IZTAPALAPA",2,3,10,"09400",11,.030431706,.051903114,.011605979,1
9,"ACULCO","IZTAPALAPA",2,2,9,"09410",2,.012738854,.034602076,.016283832,1
9,"NUEVA ROSITA","IZTAPALAPA",2,2,9,"09420",2,.014154281,.013840831,.0040696566,1
10,"PURISIMA ATLAZOLPA","IZTAPALAPA",2,3,10,"09429",11,.012738854,.024221454,.0014879095,1
10,"APATLACO","IZTAPALAPA",2,3,10,"09430",11,.040339705,.051903114,.0099150799,1
9,"AMPLIACION EL TRIUNFO","IZTAPALAPA",2,,9,"09438",2,.002830856,.003460208,.0031380632,1
9,"SAN ANDRES TETEPILCO","IZTAPALAPA",2,2,9,"09440",2,.070771411,.11764706,.022794032,1
9,"EL BANDIJAL","IZTAPALAPA",2,2,9,"09450",2,.0063694268,.010380623,.0039191609,1
9,"JUSTO SIERRA","IZTAPALAPA",2,,9,"09460",2,.010615711,.013840831,.0020574685,1
9,"SINATEL","IZTAPALAPA",2,2,9,"09470",2,.025477707,.020761246,.0031610029,1
9,"AMPLIACION SINATEL","IZTAPALAPA",2,,9,"09479",2,.0035385699,.003460208,.0043585729,1
9,"PRADO","IZTAPALAPA",2,2,9,"09480",2,.019108281,.020761246,.0031585554,1
13,"SANTA MARIA AZTAHUACAN","IZTAPALAPA",2,6,13,"09500",12,.043878272,.069204152,.020319106,1
13,"SANTA MARTHA ACATITLA","IZTAPALAPA",2,6,13,"09510",12,.031847134,.051903114,.02232202,1
13,"SAN SEBASTIAN TECOLOXTITLA","IZTAPALAPA",2,6,13,"09520",12,.0063694268,.006920415,.0084401527,1
13,"SANTA MARTHA ACATITLA","IZTAPALAPA",2,6,13,"09530",12,.029016277,.055363324,.024224749,1
13,"PARAJE ZACATEPEC","IZTAPALAPA",2,,13,"09560",12,0,0,.0072320076,1
13,"SANTA MARIA AZTAHUACAN","IZTAPALAPA",2,6,13,"09570",12,.065817408,.08650519,.038449839,1
13,"","IZTAPALAPA",2,6,13,"09578",12,.0021231419,.003460208,.011324213,1
13,"SANTA MARTHA ACATITLA","IZTAPALAPA",2,6,13,"09600",12,.000707714,0,.0067469692,1
13,"SEGUNDA AMPLIACION SANTIAGO ACAHUALTEPEC","IZTAPALAPA",2,6,13,"09608",12,0,0,.0043687434,1
13,"","IZTAPALAPA",2,6,13,"09609",12,.005661713,.010380623,.014267264,1
13,"LOMAS DE ZARAGOZA","IZTAPALAPA",2,,13,"09620",12,0,0,.011804959,1
10,"AMPLIACION BARRIO SAN MIGUEL","IZTAPALAPA",2,3,10,"09630",11,.001415428,0,.04187214,1
8,"CAMPESTRE POTRERO","IZTAPALAPA",2,1,8,"09637",11,.002830856,.003460208,.036712095,1
14,"AMPLIACION EMILIANO ZAPATA","IZTAPALAPA",2,7,14,"09638",2,0,0,.0081130052,1
13,"","IZTAPALAPA",2,6,13,"09640",12,.02264685,.034602076,.047266338,1
13,"CITLALLI","IZTAPALAPA",2,6,13,"09660",12,.0063694268,.013840831,.0070239729,1
13,"LA ERA","IZTAPALAPA",2,,13,"09680",12,0,0,.010021404,1
9,"LOS CIPRESES","IZTAPALAPA",2,2,9,"09696",2,0,0,.028550036,1
13,"DESARROLLO URBANO QUETZALCOATL","IZTAPALAPA",2,6,13,"09700",12,.046001416,.089965396,.077549301,1
13,"SANTA MARIA AZTAHUACAN","IZTAPALAPA",2,6,13,"09706",12,.0077848551,.006920415,.001567696,1
13,"FRANCISCO VILLA","IZTAPALAPA",2,6,13,"09720",12,.0099079972,.017301038,.013332942,1
13,"REFORMA POLITICA","IZTAPALAPA",2,6,13,"09730",12,.010615711,.020761246,.013891606,1
14,"LA HERA","IZTAPALAPA",2,7,14,"09740",2,.0049539991,.010380623,.0081860926,1
14,"LAS PEÃâAS","IZTAPALAPA",2,,14,"09750",2,.0049539991,.010380623,.017482821,1
14,"CONSEJO AGRARISTA MEXICANO","IZTAPALAPA",2,7,14,"09760",2,.0084925694,.013840831,.01585423,1
14,"PUENTE BLANCO","IZTAPALAPA",2,7,14,"09770",2,.000707714,.003460208,.0046183462,1
14,"LOMAS DE SAN LORENZO","IZTAPALAPA",2,7,14,"09780",2,.014861995,.034602076,.025901018,1
14,"SAN LORENZO TEZONCO","IZTAPALAPA",2,7,14,"09790",2,.0035385699,.006920415,.034571286,1
12,"PUEBLO CULHUACAN","IZTAPALAPA",2,5,12,"09800",12,.062986553,.072664358,.037368506,1
12,"GRANJAS ESMERALDA","IZTAPALAPA",2,5,12,"09810",12,.11181883,.11418685,.015289483,1
8,"VALLE DEL SUR","IZTAPALAPA",2,1,8,"09819",11,.030431706,.031141868,.0061390721,1
12,"SANTA ISABEL INDUSTRIAL","IZTAPALAPA",2,5,12,"09820",12,.038216561,.069204152,.016218835,1
8,"RICARDO FLORES MAGON","IZTAPALAPA",2,1,8,"09828",11,.002830856,.003460208,.002188345,1
12,"AMPLIACION EL SANTUARIO","IZTAPALAPA",2,,12,"09829",12,.01203114,.003460208,.0042277183,1
12,"PARAJE SAN JUAN","IZTAPALAPA",2,5,12,"09830",12,.046001416,.062283736,.030870771,1
12,"","IZTAPALAPA",2,5,12,"09837",12,.012738854,.010380623,.0033248579,1
12,"EL MANTO","IZTAPALAPA",2,5,12,"09838",12,.0077848551,.006920415,.0022045134,1
12,"PARAJE SAN JUAN","IZTAPALAPA",2,,12,"09839",12,.0021231419,0,.0050180438,1
12,"LOA REYES CULHUACAN","IZTAPALAPA",2,5,12,"09840",12,.000707714,0,.0055044866,1
12,"AMPLIACION LOS REYES CULHUACAN","IZTAPALAPA",2,5,12,"09849",12,0,0,.0064516156,1
12,"SAN JUAN XALPA","IZTAPALAPA",2,5,12,"09850",12,.020523708,.048442908,.046470519,1
12,"EL MANTO","IZTAPALAPA",2,5,12,"09858",12,.000707714,0,.0052882466,1
12,"CERRO DE LA ESTRELLA","IZTAPALAPA",2,5,12,"09860",12,.058740269,.076124564,.059037548,1
12,"CERRO DE LA ESTRELLA","IZTAPALAPA",2,5,12,"09864",12,.0021231419,0,,
10,"SANTA MARIA TOMATLAN","IZTAPALAPA",2,3,10,"09870",11,.01203114,.017301038,.013920762,1
12,"EL VERGEL","IZTAPALAPA",2,5,12,"09880",12,.047416843,.076124564,.030579844,1
12,"CERRO DE LA ESTRELLA","IZTAPALAPA",2,5,12,"09889",12,0,0,,
12,"LOMAS ESTRELLA SEGUNDA SECCION","IZTAPALAPA",2,5,12,"09890",12,.02264685,.031141868,.018458366,1
12,"LOMAS ESTRELLA","IZTAPALAPA",2,5,12,"09897",12,.000707714,0,.00249809,1
14,"EJIDOS DEL MORAL","IZTAPALAPA",2,7,14,"09900",2,.026893135,.05882353,.017816227,1
11,"LA ESPERANZA","IZTAPALAPA",2,4,11,"09910",2,.024769993,.031141868,.008778627,1
14,"","IZTAPALAPA",2,7,14,"09920",2,.011323425,.013840831,.010407722,1
8,"EL ROSARIO","IZTAPALAPA",2,1,8,"09930",11,.000707714,0,.0053701047,1
14,"SAN LORENZO TEZONCO","IZTAPALAPA",2,7,14,"09960",2,.001415428,0,.019903829,1
11,"CUAUHTEMOC","CUAUHTEMOC",2,4,11,"09970",2,.005661713,.003460208,.0107314,1
22,"LOMAS QUEBRADAS","MAGDALENA CONTRERAS",4,3,22,"10000",8,.0063694268,.010380623,.0066098217,1
22,"SAN BARTOLO AMEYALCO","MAGDALENA CONTRERAS",4,3,22,"10010",8,.000707714,0,.0082330024,1
22,"SAN JERONIMO LIDICE","MAGDALENA CONTRERAS",4,3,22,"10200",8,.087756544,.13148789,.05304049,1
22,"SAN BERNABE OCOTEPEC","MAGDALENA CONTRERAS",4,3,22,"10300",8,.011323425,.010380623,.012586897,1
22,"EL ROSAL","MAGDALENA CONTRERAS",4,3,22,"10320",8,0,0,.0049519436,1
22,"LOS PADRES","MAGDALENA CONTRERAS",4,,22,"10340",8,0,0,.0038048006,1
22,"LOMAS DE SAN BERNABE","MAGDALENA CONTRERAS",4,3,22,"10350",8,.000707714,0,.0060044955,1
22,"PUEBLO NUEVO ALTO","MAGDALENA CONTRERAS",4,3,22,"10360",8,.0021231419,0,.0041767792,1
22,"BARROS SIERRA","MAGDALENA CONTRERAS",4,,22,"10380",8,0,0,.0027915558,1
22,"SAN JERONIMO ACULCO","MAGDALENA CONTRERAS",4,3,22,"10400",8,.089171976,.05882353,.0088286167,1
22,"","MAGDALENA CONTRERAS",4,3,22,"10500",8,.0084925694,.013840831,.010574911,1
22,"BARRANCA SECA","MAGDALENA CONTRERAS",4,3,22,"10580",8,.0042462852,.003460208,.0036825917,1
22,"EL ROSAL","MAGDALENA CONRTRERAS",4,3,22,"10600",8,.0021231419,0,.0049552694,1
22,"EL TORO","MAGDALENA CONTRERAS",4,3,22,"10610",8,.0035385699,.003460208,.004240585,1
22,"PUEBLO NUEVO BAJO","MAGDALENA CONTRERAS",4,,22,"10640",8,0,0,.01477287,1
22,"HEROES DE PADIERNA","MAGDALENA CONTRERAS",4,3,22,"10700",8,.019815994,.020761246,.005448217,1
22,"SANTA TERESA","MAGDALENA CONTRERAS",4,3,22,"10710",8,.000707714,0,.0043855943,1
22,"SAN NICOLAS TOTOLAPAN","MAGDALENA CONTRERAS",4,,22,"10900",8,.01203114,.010380623,.047852587,1
22,"PUEBLO LA MAGDALENA CONTRERAS","MAGDALENA CONTRERAS",4,3,22,"10910",8,.001415428,0,.0036970256,1
33,"LOMAS DE CHAPULTEPEC","MIGUEL HIDALGO",6,4,33,"11000",17,.87827319,.97923875,.094186194,1
30,"MOLINO DEL REY","MIGUEL HIDALGO",6,1,30,"11040",5,.016277423,.013840831,.00026314543,1
31,"BOSQUE DE CHAPULTEPEC II SECCION","MIGUEL HIDALGO",6,2,31,"11100",4,.001415428,.003460208,.068856701,1
47,"","MIGUEL HIDALGO",10,1,47,"11200",24,.079971693,.083044983,.0099604419,1
48,"SAN LORENZO TLALTENANGO","MIGUEL HIDALGO",10,2,48,"11210",24,.0092002833,.006920415,.030045928,1
48,"PERIODISTA","MIGUEL HIDALGO",10,2,48,"11220",24,.059447981,.062283736,.0038993945,1
48,"ARGENTINA PONIENTE","MIGUEL HIDALGO",10,2,48,"11230",24,.038924273,.038062282,.018070903,1
48,"IGNACIO MANUEL ALTAMIRANO","MIGUEL HIDALGO",10,2,48,"11240",24,.0035385699,0,.00057670998,1
48,"10 DE ABRIL","MIGUEL HIDALGO",10,2,48,"11250",24,.014861995,.013840831,.00063845678,1
48,"","",10,,48,"11260",24,.0021231419,.003460208,.01257094,1
48,"","MIGUEL HIDALGO",10,2,48,"11270",24,.000707714,.003460208,.0046847765,1
48,"TORRE BLANCA","MIGUEL HIDALGO",10,2,48,"11280",24,.005661713,.010380623,.0042766547,1
48,"AMPLIACION TORRE BLANCA","MIGUEL HIDALGO",10,,48,"11289",24,.000707714,.003460208,.001910083,1
47,"VERONICA ANZURES","MIGUEL HIDALGO",10,1,47,"11300",24,.10828026,.12110727,.0068654781,1
32,"","MIGUEL HIDALGO",6,3,32,"11310",4,.010615711,.017301038,.0019328664,1
47,"ANAHUAC","MIGUEL HIDALGO",10,1,47,"11320",24,.25831565,.34602076,.024454433,1
50,"UN HOGAR PARA NOSOTROS","MIGUEL HIDALGO",10,,50,"11330",23,.0042462852,.003460208,.0039436091,1
50,"SANTO TOMAS","MIGUEL HIDALGO",10,4,50,"11360",23,.005661713,.003460208,.0044072885,1
47,"TLAXPANA","MIGUEL HIDALGO",10,1,47,"11370",24,.0077848551,.017301038,.0048633981,1
47,"POPOTLA","MIGUEL HIDALGO",10,1,47,"11400",24,.03113942,.048442908,.014628867,1
47,"TACUBA","MIGUEL HIDALGO",10,1,47,"11410",24,.08846426,.10380623,.012746398,1
47,"NEXTITLA","MIGUEL HIDALGO",10,1,47,"11420",24,.01556971,.013840831,.0030606084,1
51,"PENSIL NORTE","MIGUEL HIDALGO",10,,51,"11430",23,.0084925694,.003460208,.005188318,1
51,"ANAHUAC II SECCION","MIGUEL HIDALGO",10,5,51,"11440",23,.01203114,.017301038,.0060821883,1
51,"ANAHUAC","MIGUEL HIDALGO",10,5,51,"11450",23,.058032554,.079584777,.0049554608,1
50,"ANAHUAC","MIGUEL HIDALGO",10,4,50,"11460",23,.026893135,.044982698,.0055087698,1
47,"","MIGUEL HIDALGO",10,1,47,"11470",24,.005661713,.017301038,.0033788499,1
47,"","MIGUEL HIDALGO",10,,47,"11479",24,.0049539991,.003460208,,
30,"FRANCISCO I MADERO","MIGUEL HIDALGO",6,1,30,"11480",5,.023354564,.017301038,.0028192871,1
47,"AMPLIACION POPO","MIGUEL HIDALGO",10,1,47,"11489",24,.0084925694,.010380623,.00027933472,1
47,"PENSIL SUR","MIGUEL HIDALGO",10,1,47,"11490",24,.04317056,.051903114,.0037695828,1
30,"IRRIGACION","MIGUEL HIDALGO",6,1,30,"11500",5,.11181883,.11072665,.012797546,1
30,"POLANCO V SECCION","MIGUEL HIDALGO",6,,30,"11506",5,0,0,,
30,"LOS MORALES POLANCO","MIGUEL HIDALGO",6,1,30,"11510",5,.28237793,.26989618,.0053302725,1
32,"GRANADA","MIGUEL HIDALGO",6,3,32,"11520",4,.4274593,.30103806,.015922591,1
32,"AMPLIACION GRANADA","MIGUEL HIDALGO",6,3,32,"11529",4,.25265393,.083044983,.006410562,1
30,"POLANCO II SECCION","MIGUEL HIDALGO",6,1,30,"11530",5,.20594479,.24567474,.008893935,1
30,"POLANCO III SECCION","MIGUEL HIDALGO",6,1,30,"11540",5,.44939843,.36332181,.010847627,1
30,"POLANCO IV SECCION","MIGUEL HIDALGO",6,1,30,"11550",5,.4069356,.39446366,.010382925,1
31,"POLANCO V SECCION","MIGUEL HIDALGO",6,2,31,"11560",4,.74876148,.78200692,.015933279,1
31,"POLANCO V SECCION","MIGUEL HIDALGO",6,2,31,"11570",4,.0021231419,.003460208,,
31,"RINCON DEL BOSQUE","MIGUEL HIDALGO",6,2,31,"11580",4,.016277423,.020761246,.04230231,1
47,"ANZURES","MIGUEL HIDALGO",10,1,47,"11590",24,.44161358,.49134949,.012329211,1
31,"MERCED GOMEZ","MIGUEL HIDALGO",6,2,31,"11600",4,.0035385699,.003460208,.010985161,1
30,"LOMAS DE SOTELO","MIGUEL HIDALGO",6,1,30,"11610",5,0,0,.011611148,1
30,"LOMAS DE SOTELO","MIGUEL HIDALGO",6,1,30,"11619",5,.0099079972,.010380623,.015935445,1
30,"REFORMA SOCIAL","MIGUEL HIDALGO",6,1,30,"11650",5,.066525124,.069204152,.0042927139,1
26,"BOSQUES DE LAS LOMAS","MIGUEL HIDALGO",5,2,26,"11700",3,.12668082,.20069204,.046681434,1
27,"ESCANDON","MIGUEL HIDALGO",5,3,27,"11800",3,.18259023,.31141868,.019531017,1
28,"16 DE SEPTIEMBRE","MIGUEL HIDALGO",5,4,28,"11810",3,.017692853,.024221454,.001903779,1
25,"AMERICA","MIGUEL HIDALGO",5,1,25,"11820",25,.02264685,.017301038,.0031314038,1
25,"DANIEL GARZA","MIGUEL HIDALGO",5,1,25,"11830",25,.019815994,.031141868,.0025602647,1
25,"DANIEL GARZA","MIGUEL HIDALGO",5,1,25,"11840",25,.0099079972,.017301038,.0041932808,1
25,"SAN MIGUEL CHAPULTEPEC","MIGUEL HIDALGO",5,1,25,"11850",25,.16702053,.30103806,.014439547,1
25,"OBSERVATORIO","MIGUEL HIDALGO",5,1,25,"11860",25,.01203114,.024221454,.0057572373,1
25,"TACUBAYA","MIGUEL HIDALGO",5,1,25,"11870",25,.036093418,.055363324,.0089666368,1
26,"LOMAS DE BEZARES","MIGUEL HIDALGO",5,2,26,"11910",3,.041047417,.062283736,.012537486,1
28,"LOMAS DE CHAPULTEPEC","MIGUEL HIDALGO",5,4,28,"11920",3,.0070771412,.010380623,.0051413714,1
26,"LOMAS DE REFORMA","MIGUEL HIDALGO",5,2,26,"11930",3,.012738854,.017301038,.0054353382,1
26,"LOMAS ALTAS","MIGUEL HIDALGO",5,2,26,"11950",3,.13305025,.05882353,.021825103,1
6,"VILLA MILPA ALTA","MILPA ALTA",1,6,6,"12000",13,.005661713,.006920415,.043674421,1
6,"PUEBLO SAN PEDRO ATOCPAN","MILPA ALTA",1,6,6,"12200",13,.0035385699,.003460208,.021138856,1
13,"LA ASUNCION","TLAHUAC",2,6,13,"13000",12,.0063694268,.006920415,.0045231828,1
13,"SANTA CECILIA","TLAHUAC",2,,13,"13010",12,.001415428,.003460208,.0085132644,1
14,"SAN JOSE TLAHUAC","TLAHUAC",2,7,14,"13020",2,.002830856,.003460208,.044941742,1
8,"","TLAHUAC",2,1,8,"13040",11,.0063694268,.006920415,.0050500548,1
8,"LA HABANA","TLAHUAC",2,,8,"13050",11,.001415428,.003460208,.038080152,1
8,"LOS REYES","TLAHUAC",2,1,8,"13080",11,.000707714,0,.0040665022,1
14,"","",2,7,14,"13100",2,.000707714,.003460208,.02397483,1
14,"SANTA CATARINA YECAHUITZOTL","TLAHUAC",2,7,14,"13120",2,.0049539991,.006920415,.0099880863,1
8,"SANTA CATARINA TLAHUAC","TLAHUAC",2,1,8,"13150",11,.001415428,0,.0036057327,1
14,"SANTA CATARINA YECAHUIZOTL","TLAHUAC",2,7,14,"13180",2,.0084925694,.003460208,.029196709,1
14,"MIGUEL HIDALGO","TLAHUAC",2,7,14,"13200",2,.014861995,.027681662,.01875435,1
9,"LOS OLIVOS","TLAHUAC",2,2,9,"13210",2,.019108281,.017301038,.0093222093,1
14,"LAS ARBOLEDAS","TLAHUAC",2,7,14,"13219",2,.016277423,.020761246,.01679299,1
14,"LA NOPALERA","TLAHUAC",2,7,14,"13220",2,.0092002833,.017301038,.0063427086,1
9,"LOS OLIVOS","TLAHUAC",2,2,9,"13250",2,.0035385699,0,.0016445537,1
14,"DEL MAR","TLAHUAC",2,7,14,"13270",2,.0049539991,.010380623,.021833021,1
14,"LA DRAGA","TLAHUAC",2,7,14,"13273",2,.0049539991,.010380623,.022164455,1
14,"","TLAHUAC",2,7,14,"13300",2,.0092002833,.020761246,.047710393,1
14,"","TLAHUAC",2,7,14,"13310",2,.000707714,.003460208,.0033502472,1
14,"AMPLIACION LOS OLIVOS","IZTAPALAPA",2,,14,"13314",2,.000707714,0,,
14,"SANTIAGO ZAPOTITLA","TLAHUAC",2,,14,"13316",2,.0042462852,0,,
14,"AMPLIACION JOSE LOPEZ PORTILLO","TLAHUAC",2,7,14,"13318",2,0,0,,
14,"LA ESTACION","TLAHUAC",2,7,14,"13319",2,.002830856,.003460208,.0069001508,1
14,"","TLAHUAC",2,7,14,"13360",2,.026185421,.044982698,.042373583,1
8,"SAN FRANCISCO TLALTENCO","TLAHUAC",2,1,8,"13400",11,.0042462852,.010380623,.017861223,1
12,"","IZTAPALAPA",2,5,12,"13419",12,.000707714,.003460208,.11058427,1
14,"SELENE","TLAHUAC",2,7,14,"13420",2,.0070771412,.010380623,.025765598,1
14,"PUEBLO SAN JUAN IXTAYOPAN BARRIO LA ASUNCION","TLAHUAC",2,,14,"13530",2,.000707714,0,.019971725,1
14,"OLIVAR SANTA MARIA","TLAHUAC",2,,14,"13546",2,.0063694268,0,.01805223,1
6,"PUEBLO SAN ANTONIO TECOMITL","MILPA ALTA",1,,6,"13550",13,.002830856,.003460208,.05279588,1
6,"SAN AGUSTIN","TLAHUAC",1,,6,"13630",13,.000707714,0,.0030312112,1
4,"TLALPAN CENTRO","TLALPAN",1,4,4,"14000",15,.075017691,.12802768,.026978616,1
3,"PARQUE DEL PEDREGAL","TLALPAN",1,3,3,"14010",13,.013446568,.024221454,.0078874258,1
4,"TLALPAN LA JOYA","TLALPAN",1,4,4,"14020",15,.033262562,.027681662,.0039905631,1
4,"ISIDRO FABELA","TLALPAN",1,4,4,"14030",15,.0063694268,.006920415,.009766941,1
4,"TORILLOGUERRA","TLALPAN",1,,4,"14039",15,.000707714,0,.0013309971,1
4,"GRANJAS COAPA","TLALPAN",1,4,4,"14049",15,.005661713,.013840831,.0014622476,1
4,"TORIELLO GUERRA","TLALPAN",1,4,4,"14050",15,.058032554,.065743946,.01360367,1
4,"PEÃâA POBRE","TLALPAN",1,4,4,"14060",15,.0042462852,.006920415,.0073571112,1
4,"SAN FERNANDO","TLALPAN",1,4,4,"14070",15,.0042462852,.003460208,.0057306215,1
1,"BELISARIO DOMINGUEZ SECCION XVI","TLALPAN",1,1,1,"14080",1,.01556971,.034602076,.012898442,1
4,"LA JOYA","TLALPAN",1,4,4,"14090",15,.027600849,.017301038,.0040323953,1
3,"PEDREGAL DE SAN NICOLAS 4TA SECCION","TLALPAN",1,3,3,"14100",13,.012738854,.020761246,.047607567,1
3,"FUENTES DEL PEDREGAL","TLALPAN",1,3,3,"14110",13,.021939136,.031141868,.025602376,1
3,"RINCON DEL PEDREGAL","TLALPAN",1,3,3,"14120",13,.001415428,0,.001438452,1
3,"UNIDAD EMILIO PORTES GIL","TLALPAN",1,3,3,"14130",13,.000707714,0,,
2,"FUENTES DEL PEDREGAL","TLALPAN",1,2,2,"14140",15,.0035385699,.006920415,.010264304,1
3,"LOS FRAMBOLLANES","TLALPAN",1,,3,"14150",13,.0049539991,0,.0038237569,1
3,"POPULAR SANTA TERESA","TLALPAN",1,3,3,"14160",13,0,0,.0047059879,1
3,"HEROES DE PADIERNA","TLALPAN",1,3,3,"14200",13,.037508845,.044982698,.035807215,1
3,"HEROES DE PADIERNA","TLALPAN",1,3,3,"14208",13,.0063694268,.006920415,.0024043815,1
3,"JARDINES EN LA MONTAÃâA","TLALPAN",1,3,3,"14210",13,.24486907,.16262975,.013905942,1
3,"LOS ENCINOS","TLALPAN",1,3,3,"14239",13,0,0,.0021052689,1
3,"LOMAS DE PADIERNA","TLALPAN",1,3,3,"14240",13,.019815994,.038062282,.023472125,1
3,"AMPLIACION MIGUEL HIDALGO","TLALPAN",1,3,3,"14250",13,.018400567,.038062282,.046742491,1
7,"","TLALPAN",1,7,7,"14260",1,.001415428,.006920415,.0061622174,1
7,"MIGUEL HIDALGO 1 SECCION","TLALPAN",1,7,7,"14267",1,.002830856,.006920415,.0019127494,1
3,"LA LONJA","TLALPAN",1,3,3,"14268",13,.0049539991,.006920415,.002019861,1
2,"BARRIO LA FAMA","TLALPAN",1,,2,"14269",15,.000707714,0,.002377545,1
1,"VISTAS DEL PEDREGAL","TLALPAN",1,1,1,"14275",1,.001415428,0,.0031427592,1
2,"NUEVA ORIENTAL COAPA","TLALPAN",1,2,2,"14300",15,.01556971,.031141868,.0064507844,1
2,"EX HACIENDA COAPA","TLAPAN",1,2,2,"14308",15,.0035385699,.003460208,.0027117459,1
2,"GIRASOLES III","TLALPAN",1,2,2,"14310",15,.0042462852,.003460208,.0046747308,1
2,"VERGEL COAPA","TLALPAN",1,2,2,"14320",15,0,0,.0015348941,1
2,"GRANJAS COAPA","TLALPAN",1,2,2,"14325",15,.0063694268,.013840831,.0040219291,1
2,"","TLALPAN",1,2,2,"14326",15,.0070771412,.017301038,.0043311669,1
2,"TENORIOS FOVISSSTE","TLALPAN",1,,2,"14329",15,.000707714,0,,
2,"GRANJAS COAPA","TLALPAN",1,2,2,"14330",15,.021231422,.031141868,.011267707,1
2,"COAPA","TLALPAN",1,2,2,"14334",15,.000707714,0,,
2,"GRANJAS COAPA","XOCHIMILCO",1,2,2,"14336",15,.002830856,0,,
2,"EX HACIENDA COAPA","TLALPAN",1,2,2,"14340",15,.005661713,.006920415,.0068365694,1
2,"PRADO COAPA PRIMERA SECCION","TLALPAN",1,,2,"14350",15,.000707714,0,.0018320582,1
2,"","TLALPAN",1,2,2,"14357",15,.012738854,.020761246,.010362478,1
2,"MAGISTERIAL","TLALPAN",1,2,2,"14360",15,.0092002833,.017301038,.0052718516,1
1,"SAN LORENZO HUIPULCO","TLALPAN",1,1,1,"14370",1,.050247699,.10726643,.019607387,1
2,"ARBOLEDAS DEL SUR","TLALPAN",1,2,2,"14376",15,.0035385699,.006920415,.0061128316,1
2,"SAN BARTOLO EL CHICO","TLALPAN",1,2,2,"14380",15,.0035385699,.006920415,.0063818879,1
2,"RANCHO COLORINES","TLALPAN",1,2,2,"14386",15,.016985139,.010380623,.0019394383,1
2,"CHIMALI","TLALPAN",1,2,2,"14387",15,.0077848551,.013840831,.0052019474,1
2,"","TLALPAN",1,2,2,"14389",15,.000707714,.003460208,.0061785853,1
2,"EX HACIENDA COAPA","TLALPAN",1,2,2,"14390",15,.035385706,.069204152,.022722008,1
3,"SAN ANDRES TOTOLTEPEC","TLALPAN",1,3,3,"14400",13,.010615711,.017301038,.05290905,1
4,"TLALPAN","TLALPAN",1,4,4,"14410",15,.0077848551,.003460208,.010973045,1
3,"SANTA URSULA XITLA","TLALPAN",1,3,3,"14420",13,.024769993,.038062282,.023040144,1
3,"TLALCOLIGIA","TLALPAN",1,3,3,"14430",13,.0021231419,.003460208,.0034845253,1
5,"PUEBLO SAN MIGUEL AJUSCO","TLALPAN",1,5,5,"14480",13,.000707714,0,.027931424,1
2,"","TLALPAN",1,,2,"14490",15,.0021231419,.003460208,.025058515,1
2,"NARCIZO MENDOZA","TLALPAN",1,2,2,"14500",15,.0021231419,.003460208,.13896024,1
5,"SAN MIGUEL TEHUISCO","TLALPAN",1,5,5,"14520",13,0,0,.056449283,1
4,"ARENAL TEPEPAN","TLALPAN",1,4,4,"14600",15,.0099079972,.013840831,.0052592433,1
4,"CLUB DE GOLF MEXICO","TLALPAN",1,4,4,"14609",15,.000707714,0,.00044393193,1
4,"","TLALPAN",1,4,4,"14610",15,.0063694268,.006920415,.0075021372,1
4,"","TLALPAN",1,4,4,"14620",15,.005661713,.017301038,.016100757,1
4,"CHIMALCOYOTL","TLALPAN",1,4,4,"14630",15,.005661713,.013840831,.013199377,1
4,"EJIDOS DE SAN PEDRO MARTIR","TLALPAN",1,4,4,"14640",15,.002830856,.003460208,.012381217,1
4,"FUENTES DE TEPEPAN","TLALPAN",1,4,4,"14643",15,.0049539991,.006920415,.0097325835,1
4,"SAN PEDRO MARTIR","TLALPAN",1,4,4,"14650",15,.018400567,.024221454,.028512925,1
6,"SAN MATEO XALPA","XOCHIMILCO",1,6,6,"14655",13,.000707714,0,.00050226343,1
3,"SAN ANDRES TOTOLTEPEC","TLALPAN",1,3,3,"14659",13,.001415428,.003460208,.0063986387,1
5,"","TLALPAN",1,5,5,"14700",13,.0021231419,.003460208,.11273987,1
4,"TLALPAN","TLALPAN",1,4,4,"14710",15,.000707714,0,.14316109,1
3,"LOMAS DE CUILOTEPEC","TLALPAN",1,3,3,"14737",13,.0021231419,0,.0016865754,1
3,"RINCON DEL MIRADOR I","TLALPAN",1,3,3,"14748",13,.0021231419,0,.0046462975,1
3,"TRES DE MAYO","TLALPAN",1,,3,"14760",13,.001415428,0,.19945227,1
6,"PARRES EL GUARDA","TLALPAN",1,6,6,"14900",13,0,0,.019937888,1
18,"IGNACIO ZARAGOZA","VENUSTIANO CARRANZA",3,4,18,"15000",14,.033970278,.041522492,.015615294,1
